related_bill_id,related_bill_title,related_bill_introduction_date,bill_slug,bill_congress
sres585-116,"A resolution expressing support for the designation of May 1, 2020, as 'Silver Star Service Banner Day'.",2020-05-19,sres585,116
s3625-116,A bill to amend subpart 1 of part B of title IV of the Social Security Act to ensure that mental health screenings and assessments are provided to children and youth upon entry into foster care.,2020-05-06,s3625,116
s3403-116,"A bill to establish a lower Missouri River flood prevention program, and for other purposes.",2020-03-05,s3403,116
sres496-116,"A resolution supporting the designation of April 16, 2020, as 'Public Radio Music Day' and expressing deep appreciation for the role of public radio music stations in serving listeners, musicians, and hundreds of communities across the United States.",2020-02-11,sres496,116
sres490-116,A resolution congratulating the Kansas City Chiefs on their victory in Super Bowl LIV.,2020-02-03,sres490,116
sres438-116,"A resolution expressing support for the goals of National Adoption Month and National Adoption Day by promoting national awareness of adoption and the children waiting for adoption, celebrating children and families involved in adoption, and encouraging the people of the United States to secure safety, permanency, and well-being for all children.",2019-11-21,sres438,116
s2851-116,"A bill to amend section 442 of title 18, United States Code, to exempt certain interests in mutual funds, unit investment trusts, employee benefit plans, and retirement plans from conflict of interest limitations for the Government Publishing Office.",2019-11-13,s2851,116
s2715-116,"A bill to develop and implement policies to advance early childhood development, to provide assistance for orphans and other vulnerable children in developing countries, and for other purposes.",2019-10-28,s2715,116
sres356-116,"A resolution designating September 4, 2019, as 'National Polycystic Kidney Disease Awareness Day', and raising awareness and understanding of polycystic kidney disease.",2019-09-26,sres356,116
s2321-116,A bill to require the Secretary of the Treasury to mint a coin in commemoration of the 100th anniversary of the establishment of Negro Leagues baseball.,2019-07-30,s2321,116
s2276-116,"A bill to amend the Internal Revenue Code of 1986 to protect employees in the building and construction industry who are participants in multiemployer plans, and for other purposes.",2019-07-25,s2276,116
s2203-116,"A bill to extend the transfer of Electronic Travel Authorization System fees from the Travel Promotion Fund to the Corporation for Travel Promotion (Brand USA) through fiscal year 2027, and for other purposes.",2019-07-23,s2203,116
s1554-116,"A bill to provide for an automatic acquisition of United States citizenship for certain internationally adopted individuals, and for other purposes.",2019-05-21,s1554,116
s1367-116,"A bill to designate Union Station in Washington, DC, as 'Harry S. Truman Union Station'.",2019-05-08,s1367,116
s1300-116,"A bill to require the Secretary of the Treasury to mint a coin in commemoration of the opening of the National Law Enforcement Museum in the District of Columbia, and for other purposes.",2019-05-02,s1300,116
s1168-116,A bill to amend the Higher Education Act of 1965 to ensure campus access at public institutions of higher education for religious groups.,2019-04-11,s1168,116
sres166-116,"A resolution expressing support for the designation of May 1, 2019, as 'Silver Star Service Banner Day'.",2019-04-11,sres166,116
s750-116,"A bill to amend the Internal Revenue Code of 1986 to permanently extend the new markets tax credit, and for other purposes.",2019-03-12,s750,116
s503-116,A bill to amend the Internal Revenue Code of 1986 to provide the opportunity for responsible health savings to all American families.,2019-02-14,s503,116
s106-116,A bill to reauthorize and extend funding for community health centers and the National Health Service Corps.,2019-01-10,s106,116
s1406-118,"A bill to amend title 18, United States Code, to provide a certification process for the issuance of nondisclosure requirements accompanying certain administrative subpoenas, to provide for judicial review of such nondisclosure requirements, and for other purposes.",2023-05-02,s1406,118
s1362-118,"A bill to amend the Consumer Financial Protection Act of 2010 to enhance rulemaking requirements for the Bureau of Consumer Financial Protection, and for other purposes.",2023-04-27,s1362,118
s1236-118,A bill to add suicide prevention resources to school identification cards.,2023-04-20,s1236,118
s1169-118,"A bill to amend the Securities Exchange Act of 1934 to address disclosures by directors, officers, and principal stockholders of foreign private issuers, and for other purposes.",2023-04-17,s1169,118
s1063-118,A bill to amend title XIX of the Social Security Act to implement a minimum work requirement for able-bodied adults enrolled in State Medicaid programs.,2023-03-29,s1063,118
s1062-118,"A bill to amend the Food and Nutrition Act of 2008 to restore and standardize work requirements for able-bodied adults enrolled in the supplemental nutrition assistance program, and for other purposes.",2023-03-29,s1062,118
s947-118,"A bill to lower energy costs by increasing American energy production, exports, infrastructure, and critical minerals processing, by promoting transparency, accountability, permitting, and production of American resources, and by improving water quality certification and energy projects, and for other purposes.",2023-03-22,s947,118
sjres20-118,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Justice and the Bureau of Alcohol, Tobacco, Firearms and Explosives relating to 'Factoring Criteria for Firearms With Attached 'Stabilizing Braces''.",2023-03-15,sjres20,118
s768-118,"A bill to amend the Higher Education Act of 1965 to require institutions of higher education to disclose certain ties to organizations affiliated with the Government of the People's Republic of China, the Chinese Communist Party, and the People's Liberation Army, and for other purposes.",2023-03-09,s768,118
s731-118,A bill to amend the Internal Revenue Code of 1986 to make permanent the permissible first-dollar coverage of telehealth services for purposes of health savings accounts.,2023-03-09,s731,118
s634-118,"A bill to develop and disseminate a civic education curriculum and oral history resources regarding certain political ideologies, and for other purposes.",2023-03-02,s634,118
s602-118,"A bill to require the Administrator of the Federal Emergency Management Agency to take certain actions relating to the National Flood Insurance Program, and for other purposes.",2023-03-01,s602,118
s541-118,"A bill to provide for the independent and objective conduct and supervision of audits and investigations relating to the programs and operations funded with amounts appropriated or otherwise made available to Ukraine for military, economic, and humanitarian aid.",2023-02-28,s541,118
s281-118,"A bill to amend the Omnibus Crime Control and Safe Streets Act of 1968 to direct certain prosecutor's offices to annually report to the Attorney General, and for other purposes.",2023-02-07,s281,118
s294-118,"A bill to amend the Securities Exchange Act of 1934 to expand access to capital for rural-area small businesses, and for other purposes.",2023-02-07,s294,118
s155-118,A bill to ensure that employees of the Internal Revenue Service are brought back to their offices until the backlog of income tax returns has been eliminated.,2023-01-31,s155,118
s5194-117,A bill to amend title XVIII of the Social Security Act to extend certain increases in payments for physicians services under the Medicare program through 2023.,2022-12-06,s5194,117
s4756-117,A bill to amend the disclosures of foreign gifts under the Higher Education Act of 1965 to provide special rules relating to China-affiliated organizations.,2022-08-03,s4756,117
s4533-117,A bill to reauthorize the National Flood Insurance Program.,2022-07-14,s4533,117
s4522-117,"A bill to enhance rulemaking requirements for the Bureau of Consumer Financial Protection, and for other purposes.",2022-07-13,s4522,117
s4405-117,"A bill to establish a joint task force to improve the collection of restitution and improve oversight of the Bureau of Prisons Inmate Trust Fund Accounts for the purpose of deterring illicit financial activity, money laundering, and for other purposes.",2022-06-15,s4405,117
s4190-117,"A bill to provide for the independent and objective conduct and supervision of audits and investigations relating to the programs and operations funded with amounts appropriated or otherwise made available to Ukraine for military, economic, and humanitarian aid.",2022-05-11,s4190,117
s3727-117,A bill to ensure that employees of the Internal Revenue Service are brought back to their offices until the backlog of 2020 tax returns has been eliminated.,2022-03-02,s3727,117
s3679-117,"A bill to develop and disseminate a civic education curriculum and oral history resources regarding certain political ideologies, and for other purposes.",2022-02-17,s3679,117
s3503-117,"A bill to amend the Securities Exchange Act of 1934 to expand access to capital for rural-area small businesses, and for other purposes.",2022-01-13,s3503,117
s3472-117,"A bill to conserve global bear populations by prohibiting the importation, exportation, and interstate trade of bear viscera and items, products, or substances containing, or labeled or advertised as containing, bear viscera, and for other purposes.",2022-01-11,s3472,117
s3391-117,"A bill to amend the Securities Exchange Act of 1934 to establish a registration exemption for merger and acquisition brokers, and for other purposes.",2021-12-14,s3391,117
s3344-117,A bill to protect the American Taxpayer and Medicare.,2021-12-08,s3344,117
s3304-117,"A bill to amend title 38, United States Code, to improve the ability of veterans to electronically submit complaints about the delivery of health care services by the Department of Veterans Affairs.",2021-12-02,s3304,117
s3241-117,"A bill to amend title 28, United States Code, to allow claims against foreign states for unlawful computer intrusion, and for other purposes.",2021-11-18,s3241,117
s3209-117,"A bill to require the Secretary of State to submit annual reports reviewing the educational material used by the Palestinian Authority in schools, and for other purposes.",2021-11-15,s3209,117
s3171-117,"A bill to ensure that Federal work-study funding is available for students enrolled in residency programs for teachers, principals, or school leaders, and for other purposes.",2021-11-04,s3171,117
s3097-117,"A bill to amend the Securities Exchange Act of 1934 to allow for the registration of venture exchanges, and for other purposes.",2021-10-28,s3097,117
s3038-117,A bill to require the review by the Committee on Foreign Investment in the United States of greenfield investments by the People's Republic of China.,2021-10-21,s3038,117
s2854-117,A bill to allow for the transfer and redemption of abandoned savings bonds.,2021-09-27,s2854,117
s2815-117,A bill to amend title XI of the Social Security Act to provide for the continued implementation on a permanent basis of the Part D Senior Savings model.,2021-09-23,s2815,117
s2724-117,A bill to reauthorize the National Flood Insurance Program.,2021-09-13,s2724,117
s2184-117,"A bill to amend the Sarbanes-Oxley Act of 2002 to institute a trading prohibition for certain issuers that retain public accounting firms that have not been subject to inspection by the Public Company Accounting Oversight Board, and for other purposes.",2021-06-22,s2184,117
s2143-117,"A bill to authorize the Administrator of the Federal Emergency Management Agency to terminate certain contracts on the basis of detrimental conduct to the National Flood Insurance Program, and for other purposes.",2021-06-21,s2143,117
s2097-117,A bill to amend the Internal Revenue Code of 1986 to make permanent the permissible first-dollar coverage of telehealth services for purposes of health savings accounts.,2021-06-17,s2097,117
s2112-117,A bill to amend title XVIII of the Social Security Act and the SUPPORT for Patients and Communities Act to provide for Medicare and Medicaid mental and behavioral health treatment through telehealth.,2021-06-17,s2112,117
s2110-117,"A bill to amend the Public Health Service Act to provide for the establishment of a virtual health pilot program to facilitate utilization of remote patient monitoring technology to maintain or expand access to health care services for individuals in rural areas, and for other purposes.",2021-06-17,s2110,117
s1960-117,"A bill to restrict the ability of the Administrator of the Federal Emergency Management Agency to adjust the rates for flood insurance coverage under the National Flood Insurance Program, and for other purposes.",2021-06-07,s1960,117
s1832-117,A bill to prohibit the General Services Administration from awarding contracts to certain insured depository institutions that avoid doing business with certain companies that are engaged in lawful commerce based solely on social policy considerations.,2021-05-26,s1832,117
s1620-117,"A bill to direct the Secretary of the Interior to convey to the city of Eunice, Louisiana, certain Federal land in the State of Louisiana, and for other purposes.",2021-05-13,s1620,117
s1610-117,"A bill to amend title 18, United States Code, to improve the Law Enforcement Officers Safety Act of 2004 and provisions relating to the carrying of concealed weapons by law enforcement officers, and for other purposes.",2021-05-13,s1610,117
s1585-117,A bill to add suicide prevention resources to school identification cards.,2021-05-12,s1585,117
s1505-117,A bill to require the Commandant of the Coast Guard to modify regulations relating to vessel response plans to include notifications with respect to search and rescue missions.,2021-04-29,s1505,117
s1391-117,"A bill to amend the Public Health Service Act to provide best practices on student suicide awareness and prevention training and condition State educational agencies, local educational agencies, and tribal educational agencies receiving funds under section 520A of such Act to establish and implement a school-based student suicide awareness and prevention training policy.",2021-04-27,s1391,117
s1390-117,"A bill to amend the Elementary and Secondary Education Act of 1965 to improve mental health services for students, and for other purposes.",2021-04-27,s1390,117
s1293-117,"A bill to amend the Controlled Substances Act and the Controlled Substances Import and Export Act to modify the offenses relating to fentanyl, and for other purposes.",2021-04-21,s1293,117
s1209-117,"A bill to prohibit the Securities and Exchange Commission from requiring that personally identifiable information be collected under consolidated audit trail reporting requirements, and for other purposes.",2021-04-19,s1209,117
s1045-117,"A bill to amend the Immigration and Nationality Act to facilitate the removal of aliens identified in the terrorist screening database, and for other purposes.",2021-03-25,s1045,117
s1055-117,"A bill to amend the Immigration and Nationality Act to provide that any alien who has been convicted of a felony or two misdemeanors, is deportable, and for other purposes.",2021-03-25,s1055,117
s1056-117,"A bill to amend the Immigration and Nationality Act with respect to aliens associated with criminal gangs, and for other purposes.",2021-03-25,s1056,117
s1051-117,"A bill to amend the Immigration and Nationality Act to clarify the contempt authority of immigration judges, and for other purposes.",2021-03-25,s1051,117
s956-117,"A bill to require adequate reporting of ethics, personal finance, and disclosure reports for justices of the Supreme Court of the United States.",2021-03-24,s956,117
s957-117,A bill to direct the Secretary of Veterans Affairs to ensure that certain medical facilities of the Department of Veterans Affairs have physical locations for the disposal of controlled substances medications.,2021-03-24,s957,117
s896-117,"A bill to amend the Employee Retirement Income Security Act of 1974 to establish additional criteria for determining when employers may join together in a group or association of employers that will be treated as an employer under section 3(5) of such Act for purposes of sponsoring a group health plan, and for other purposes.",2021-03-23,s896,117
s875-117,"A bill to make any city or county that has in effect any law or ordinance that is in violation of Federal immigration law ineligible for any Federal grant, and for other purposes.",2021-03-18,s875,117
s756-117,A bill to amend the Patient Protection and Affordable Care Act to ensure that preexisting condition exclusions with respect to enrollment in health insurance coverage and group health plans continue to be prohibited.,2021-03-16,s756,117
s590-117,"A bill to establish limitations regarding Confucius Institutes, and for other purposes.",2021-03-04,s590,117
s83-117,"A bill to amend title 18, United States Code, to prohibit certain abortion procedures, and for other purposes.",2021-01-28,s83,117
s86-117,"A bill to prohibit discrimination against the unborn on the basis of sex, and for other purposes.",2021-01-28,s86,117
s69-117,"A bill to amend the Outer Continental Shelf Lands Act to require annual lease sales in the Gulf of Mexico region of the outer Continental Shelf, and for other purposes.",2021-01-27,s69,117
s4954-116,"A bill to amend the CARES Act to simplify the procedure for applying for forgiveness for certain loans made under the Paycheck Protection Program, and for other purposes.",2020-12-03,s4954,116
s4930-116,"A bill to amend the Elementary and Secondary Education Act of 1965 to improve mental health services for students, and for other purposes.",2020-11-30,s4930,116
s4888-116,"A bill to amend title 38, United States Code, to prohibit the Secretary of Veterans Affairs from transmitting certain information to the Department of Justice for use by the national instant criminal background check system.",2020-11-10,s4888,116
s4756-116,"A bill to amend the Communications Act of 1934 to narrow the scope of the limitation on liability provided under section 230 of that Act, and for other purposes.",2020-09-29,s4756,116
s4552-116,"A bill making emergency supplemental appropriations for disaster relief for the fiscal year ending September 30, 2020, and for other purposes.",2020-09-09,s4552,116
s4403-116,"A bill to amend the Nutria Eradication and Control Act of 2003 to include California in the program, and for other purposes.",2020-08-03,s4403,116
s3467-116,"A bill to direct the Secretary of Homeland Security to share with State, local, and regional fusion centers release information from a Federal correctional facility, including name, charging date, and expected place and date of release, of certain individuals who may pose a terrorist threat, and for other purposes.",2020-03-12,s3467,116
s3383-116,A bill to amend the Patient Protection and Affordable Care Act to ensure that preexisting condition exclusions with respect to enrollment in health insurance coverage and group health plans continue to be prohibited.,2020-03-03,s3383,116
s3246-116,"A bill to amend the Communications Act of 1934 to direct the Federal Communications Commission to conduct a public auction of the C-band, and for other purposes.",2020-01-28,s3246,116
s3226-116,"A bill to amend title 18, United States Code, to prohibit certain abortion procedures, and for other purposes.",2020-01-21,s3226,116
s3196-116,"A bill to conserve global bear populations by prohibiting the importation, exportation, and interstate trade of bear viscera and items, products, or substances containing, or labeled or advertised as containing, bear viscera, and for other purposes.",2020-01-15,s3196,116
s2524-116,"An original bill making appropriations for financial services and general government for the fiscal year ending September 30, 2020, and for other purposes.",2019-09-19,s2524,116
s2451-116,"A bill to amend chapter 171 of title 28, United States Code, to allow suit against the United States for injuries and deaths of members of the Armed Forces caused by improper medical care, and for other purposes.",2019-09-10,s2451,116
s2417-116,A bill to provide for payment of proceeds from savings bonds to a State with title to such bonds pursuant to the judgment of a court.,2019-08-01,s2417,116
s2401-116,"A bill to amend title 18, United States Code, to prohibit the importation or transportation of child sex dolls, and for other purposes.",2019-07-31,s2401,116
s2306-116,"A bill to amend the Securities Exchange Act of 1934 to allow for the registration of venture exchanges, and for other purposes.",2019-07-29,s2306,116
s2122-116,"A bill to authorize the Administrator of the Federal Emergency Management Agency to terminate certain contracts on the basis of detrimental conduct to the National Flood Insurance Program, and for other purposes.",2019-07-16,s2122,116
s1782-116,A bill to add suicide prevention resources to school identification cards.,2019-06-11,s1782,116
s1700-116,A bill to provide a temporary safe harbor for publishers of online content to collectively negotiate with dominant online platforms regarding the terms on which content may be distributed.,2019-06-03,s1700,116
s1693-116,A bill to reauthorize the National Flood Insurance Program.,2019-05-23,s1693,116
s1520-116,A bill to reauthorize the National Flood Insurance Program.,2019-05-16,s1520,116
s1533-116,A bill to reauthorize the National Flood Insurance Program.,2019-05-16,s1533,116
s1273-116,"A bill to amend title 17, United States Code, to establish an alternative dispute resolution program for copyright small claims, and for other purposes.",2019-05-01,s1273,116
s945-116,"A bill to amend the Sarbanes-Oxley Act of 2002 to require certain issuers to disclose to the Securities and Exchange Commission information regarding foreign jurisdictions that prevent the Public Company Accounting Oversight Board from performing inspections under that Act, and for other purposes.",2019-03-28,s945,116
s939-116,"A bill to establish limitations regarding Confucius Institutes, and for other purposes.",2019-03-28,s939,116
s640-116,"A bill to amend title XVIII of the Social Security Act to require pharmacy-negotiated price concessions to be included in negotiated prices at the point-of-sale under part D of the Medicare program, and for other purposes.",2019-03-04,s640,116
s588-116,"A bill to require State agencies to use Federal tax return information to verify income eligibility for Medicaid, the Temporary Assistance for Needy Families program, and the Supplemental Nutrition Assistance Program.",2019-02-27,s588,116
s182-116,"A bill to prohibit discrimination against the unborn on the basis of sex, and for other purposes.",2019-01-17,s182,116
s1363-118,A bill to eliminate the Bureau of Consumer Financial Protection.,2023-04-27,s1363,118
s1303-118,A bill to require sellers of event tickets to disclose comprehensive information to consumers about ticket prices and related fees.,2023-04-26,s1303,118
s1280-118,"A bill to require coordinated National Institute of Standards and Technology science and research activities regarding illicit drugs containing xylazine, novel synthetic opioids, and other substances of concern, and for other purposes.",2023-04-25,s1280,118
s1226-118,"A bill to amend the Internal Revenue Code of 1986 to make permanent the individual tax provisions of the tax reform law, and for other purposes.",2023-04-20,s1226,118
sres166-118,A resolution honoring the efforts of the Coast Guard for excellence in maritime border security.,2023-04-20,sres166,118
s1082-118,A bill to provide for safe schools and safe communities.,2023-03-30,s1082,118
s1083-118,A bill to amend the Elementary and Secondary Education Act of 1965 to strengthen school security.,2023-03-30,s1083,118
s1019-118,A bill to provide for the imposition of sanctions with respect to certain officials of Argentina.,2023-03-28,s1019,118
s992-118,"A bill to amend the Intermodal Surface Transportation Efficiency Act of 1991 to designate the Texas and New Mexico portions of the future Interstate-designated segments of the Port-to-Plains Corridor as Interstate Route 27, and for other purposes.",2023-03-28,s992,118
sjres21-118,A joint resolution proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,2023-03-22,sjres21,118
s887-118,"A bill to amend the Federal Reserve Act to prohibit the Federal reserve banks from offering certain products or services directly to an individual, and for other purposes.",2023-03-21,s887,118
s876-118,"A bill to establish a 90-day limit to file a petition for judicial review of a permit, license, or approval for a highway or public transportation project, and for other purposes.",2023-03-21,s876,118
s773-118,"A bill to exempt from the Lacey Act and the Lacey Act Amendments of 1981 certain water transfers between any of the States of Texas, Arkansas, and Louisiana, and for other purposes.",2023-03-09,s773,118
sres86-118,"A resolution commemorating the bicentennial of the Texas Ranger Division of the Texas Department of Public Safety, the oldest State law enforcement agency in North America, and honoring the men and women, past and present, of the Texas Rangers.",2023-03-01,sres86,118
s529-118,"A bill to amend title 18, United States Code, to require the impaneling of a new jury if a jury fails to recommend by unanimous vote a sentence for conviction of a crime punishable by death.",2023-02-27,s529,118
s438-118,A bill to amend the Natural Gas Act to provide for expanded natural gas exports.,2023-02-15,s438,118
s360-118,A bill to address foreign threats to higher education in the United States.,2023-02-09,s360,118
s369-118,"A bill to require the Committee on Foreign Investment in the United States to review any purchase or lease of real estate near a military installation or military airspace in the United States by a foreign person connected to or subsidized by the Russian Federation, the People's Republic of China, the Islamic Republic of Iran, or the Democratic People's Republic of Korea, and for other purposes.",2023-02-09,s369,118
s376-118,"A bill to designate the area between the intersections of 16th Street, Northwest and Fuller Street, Northwest and 16th Street, Northwest and Euclid Street, Northwest in Washington, District of Columbia, as 'Oswaldo Paya Way'.",2023-02-09,s376,118
s314-118,"A bill to amend the Internal Revenue Code of 1986 to permanently allow a tax deduction at the time an investment in qualified property is made, and for other purposes.",2023-02-09,s314,118
s240-118,A bill to prohibit the use of Federal funds to ban gas stoves.,2023-02-02,s240,118
sjres6-118,A joint resolution disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022.,2023-02-01,sjres6,118
s222-118,A bill to require the designation of certain airports as ports of entry.,2023-02-01,s222,118
s218-118,"A bill to prohibit the Secretary of Energy from sending petroleum products from the Strategic Petroleum Reserve to China, and for other purposes.",2023-02-01,s218,118
sres23-118,A resolution demanding that the Government of the People's Republic of China and the Communist Party of China immediately release Mark Swidan.,2023-02-01,sres23,118
s167-118,A bill to prohibit vaccination mandates for COVID-19.,2023-01-31,s167,118
s181-118,"A bill to protect individual liberty, ensure privacy, and prohibit discrimination with respect to the vaccination status of individuals, and for other purposes.",2023-01-31,s181,118
s90-118,A bill to require the disclosure of a camera or recording capability in certain internet-connected devices.,2023-01-25,s90,118
s29-118,A bill to provide remedies to members of the Armed Forces discharged or subject to adverse action under the COVID-19 vaccine mandate.,2023-01-24,s29,118
s57-118,A bill to amend the Internal Revenue Code of 1986 to permit kindergarten through grade 12 educational expenses to be paid from a 529 account.,2023-01-24,s57,118
s60-118,"A bill to amend the Elementary and Secondary Education Act of 1965 to allow parents of eligible military dependent children to establish Military Education Savings Accounts, and for other purposes.",2023-01-24,s60,118
sjres2-118,A joint resolution proposing an amendment to the Constitution of the United States relative to limiting the number of terms that a Member of Congress may serve.,2023-01-23,sjres2,118
s9-118,"A bill to prohibit the Secretary of Energy from sending petroleum products from the Strategic Petroleum Reserve to China, and for other purposes.",2023-01-23,s9,118
s12-118,"A bill to prohibit the government of the District of Columbia from using Federal funds to allow individuals who are not citizens of the United States to vote in any election, and for other purposes.",2023-01-23,s12,118
s5127-117,A bill to require the disclosure of a camera or recording capability in certain internet-connected devices.,2022-11-17,s5127,117
s5053-117,A bill to provide for the meaningful participation of Taiwan in the International Civil Aviation Organization (ICAO).,2022-09-29,s5053,117
s4856-117,"A bill to require the denial of admission to the United States for individuals subject to sanctions pursuant to Executive Order 13876, and for other purposes.",2022-09-14,s4856,117
s4845-117,A bill to provide for safe schools and safe communities.,2022-09-14,s4845,117
s4779-117,"A bill to extend the use of, and set forth priorities for, the International Space Station, and for other purposes.",2022-08-04,s4779,117
s4726-117,A bill to alleviate pandemic learning loss.,2022-08-02,s4726,117
s4547-117,A bill to require a report on efforts by Venezuelan state actors and transnational criminal organizations to capture and detain United States citizens as hostages.,2022-07-19,s4547,117
s4515-117,"A bill to require the Secretary of Energy to stipulate, as a condition on the sale at auction of any crude oil from the Strategic Petroleum Reserve, that the crude oil not be exported to certain countries, and for other purposes.",2022-07-13,s4515,117
sjres54-117,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to Definition of 'Frame or Receiver' and Identification of Firearms.",2022-06-23,sjres54,117
s4411-117,"A bill to designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the 'Vanessa Guillen Post Office Building'.",2022-06-15,s4411,117
s4300-117,"A bill to express the sense of Congress on security cooperation with Bahrain and to require a report on capabilities upgrades for the Fifth Fleet, and for other purposes.",2022-05-24,s4300,117
s4172-117,"A bill to amend the National Defense Authorization Act for Fiscal Year 2022 to modify the limitation on discharge of members of the Armed Forces solely on the basis of failure to obey a lawful order to receive a vaccine for COVID-19, and for other purposes.",2022-05-10,s4172,117
sjres45-117,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to 'Definition of 'Frame or Receiver' and Identification of Firearms'.",2022-04-27,sjres45,117
s4088-117,"A bill to prohibit the Secretary of Health and Human Services from lessening the stringency of, and to prohibit the Secretary of Homeland Security from ceasing or lessening implementation of, the COVID-19 border health provisions through the end of the COVID-19 pandemic, and for other purposes.",2022-04-26,s4088,117
s3954-117,"A bill to amend the Federal Reserve Act to prohibit the Federal reserve banks from offering certain products or services directly to an individual, and for other purposes.",2022-03-30,s3954,117
s3857-117,"A bill to terminate certain waivers of sanctions with respect to Iran issued in connection with the Joint Comprehensive Plan of Action, and for other purposes.",2022-03-16,s3857,117
s3762-117,"A bill to provide greater output, price stability, and regulatory certainty with respect to domestic energy production in the United States and exports, and for other purposes.",2022-03-03,s3762,117
s3485-117,A bill to ensure that the right to vote shall not be impaired due to vaccination status.,2022-01-12,s3485,117
s3440-117,"A bill to amend the Federal Food, Drug, and Cosmetic Act and the Defense Production Act of 1950 to prohibit the Federal Government from limiting State access to key therapies, such as monoclonal antibodies, and from prioritizing Federal contracts over State contracts relating to purchasing supplies to combat the COVID-19 pandemic.",2022-01-04,s3440,117
s3436-117,"A bill to require the imposition of sanctions with respect to entities responsible for the planning, construction, or operation of the Nord Stream 2 pipeline and their corporate officers and to apply congressional review under the Countering America's Adversaries Through Sanctions Act to the removal of sanctions relating to Nord Stream 2, and for other purposes.",2021-12-18,s3436,117
s3322-117,A bill to require the imposition of sanctions with respect to Nord Stream 2 AG.,2021-12-07,s3322,117
s3184-117,"A bill to prohibit certain COVID-19 vaccination mandates for minors, and to require parental consent for COVID-19 vaccination of minors.",2021-11-04,s3184,117
s3151-117,"A bill to require the Secretary of State to submit a report to Congress on the designation of the Muslim Brotherhood as a foreign terrorist organization, and for other purposes.",2021-11-03,s3151,117
s3153-117,A bill to amend the Internal Revenue Code of 1986 to provide for the indexing of certain assets for purposes of determining gain or loss.,2021-11-03,s3153,117
s3119-117,"A bill to require the President to certify to Congress that a member of the Quadrilateral Security Dialogue is not participating in quadrilateral cooperation between Australia, India, Japan, and the United States on security matters that are critical to United States strategic interests before imposing sanctions under section 231 of the Countering America's Adversaries Through Sanctions Act with respect to a transaction of that member.",2021-10-28,s3119,117
s3002-117,A bill to address the surge in illegal border crossings along the southwest border by establishing new ports of entry for processing migrants in accordance with the Immigration and Nationality Act and section 362 of the Public Health Service Act.,2021-10-19,s3002,117
s2978-117,"A bill to require the Secretary of the Treasury to consider certain transactions related to precious metals for purposes of identifying jurisdictions of primary money laundering concern, and for other purposes.",2021-10-07,s2978,117
s2894-117,A bill to require the imposition of sanctions with respect to Nord Stream 2 AG pursuant to the Countering America's Adversaries Through Sanctions Act.,2021-09-29,s2894,117
s2685-117,"A bill to terminate any existing mask mandates imposed by the Federal Government, to prevent the implementation of new mask mandates, to preserve individual liberty, and for other purposes.",2021-08-09,s2685,117
s2611-117,"A bill to designate high priority corridors on the National Highway System, and for other purposes.",2021-08-04,s2611,117
s2376-117,"A bill to ensure the parental guardianship rights of cadets and midshipmen consistent with individual and academic responsibilities, and for other purposes.",2021-07-15,s2376,117
s2331-117,A bill to temporarily suspend the admissibility of certain persons traveling from countries that currently have a moderate or higher level COVID-19 transmission.,2021-07-13,s2331,117
s2221-117,"A bill to restrict executive agencies from acting in contravention of Executive Order 13950, and for other purposes.",2021-06-24,s2221,117
s2045-117,"A bill to designate the area between the intersections of 16th Street, Northwest and Fuller Street, Northwest and 16th Street, Northwest and Euclid Street, Northwest in Washington, District of Columbia, as 'Oswaldo Paya Way'.",2021-06-14,s2045,117
s1932-117,"A bill to protect individual liberty, ensure privacy, and prohibit discrimination with respect to the vaccination status of individuals, and for other purposes.",2021-05-27,s1932,117
s1722-117,"A bill to amend section 212 of the Immigration and Nationality Act to ensure that efforts to engage in espionage or technology transfer are considered in visa issuance, and for other purposes.",2021-05-19,s1722,117
s1641-117,A bill to prohibit rescinding the recognition of Israel's sovereignty over the Golan Heights.,2021-05-13,s1641,117
s1417-117,"A bill to establish a Venezuela Reconstruction Fund, and for other purposes.",2021-04-28,s1417,117
s1278-117,"A bill to require the Committee on Foreign Investment in the United States to review any purchase or lease of real estate near a military installation or military airspace in the United States by a foreign person connected to or subsidized by the Russian Federation, the People's Republic of China, the Islamic Republic of Iran, or the Democratic People's Republic of Korea, and for other purposes.",2021-04-21,s1278,117
s1090-117,A bill to eliminate the Bureau of Consumer Financial Protection.,2021-04-13,s1090,117
s1011-117,A bill to amend the Natural Gas Act to provide for expanded natural gas exports.,2021-03-25,s1011,117
s1012-117,"A bill to prohibit the Secretary of Transportation from prohibiting the transportation of liquefied natural gas by rail, and for other purposes.",2021-03-25,s1012,117
